0.0,1,319,17,-0.099829537241,1,
0.0,1,859,10,-0.374877922004,1,
0.0,3,165,8,-0.0569966978219,1,
0.0,1,84,6,-0.0411555431783,1,
0.0,1,1630,8,-0.0776856173761,1,
0.0,1,1488,12,-0.00358232826693,1,
0.0,1,901,5,-0.01113065955,1,
0.0,4,101,9,-0.0530523096677,1,
0.0,1,806,5,-0.258879367495,1,
0.2,1,1348,11,-0.0226767637942,1,
0.0,1,1659,8,-0.00384188478347,1,
0.0,1,157,16,-0.136451191633,1,
0.0,2,52,8,-0.0284323397209,1,
0.2222222222222222,4,7,7,-0.0971360499971,1,
0.0,1,709,7,-0.0321351086604,1,
0.0,1,901,11,-0.0453629129624,1,
0.0,1,429,10,-0.0454786040937,1,
0.0,2,52,12,-0.0632389729726,1,
0.0,0,-1,12,0.0919924786067,1,
0.0,1,1209,7,0.0118413919263,1,
0.0,1,1594,8,-0.0934789730236,1,
0.0,1,782,4,-0.102099098614,1,
0.0,1,450,20,-0.070607436006,1,
0.0,2,875,5,-0.242989931256,1,
0.0,1,527,8,-0.02039443166,1,
0.0,1,1446,14,-0.15963838232,1,
0.0,1,495,11,-0.12195998407,1,
0.0,1,539,8,-0.0470850493293,1,
0.0,1,1700,9,-0.100645582424,1,
0.0,1,885,11,-0.0684803007171,1,
0.0,2,402,6,-0.0363962603733,1,
0.0,1,1262,9,-0.000206675700611,1,
0.0,1,579,13,-0.133432180577,1,
0.0,0,-1,13,0.0,1,
0.0,1,1672,6,-0.253552992421,1,
0.2,1,979,13,-0.00970143513405,1,
0.0,1,928,5,-0.0683079846203,1,
0.16666666666666666,1,95,26,-0.116441020851,1,
0.0,1,1687,5,-0.00292482192162,1,
0.0,1,1607,7,-0.440186308231,1,
0.0,1,1416,3,-0.116201862227,1,
0.0,1,605,4,-0.200343360426,1,
0.0,3,153,4,-0.209701466258,1,
0.0,1,1226,8,-0.0907127728606,1,
0.0,1,1074,5,-0.0408692648634,1,
0.0,1,99,9,0.00208641770587,1,
0.0,2,35,6,-0.0620966934948,1,
0.0,2,1338,7,-0.119943096535,1,
0.0,0,-1,20,-0.0387646724703,1,
0.0,1,1428,5,-0.0762619917405,1,
0.0,0,-1,14,0.0,1,
0.4,1,1396,14,0.0160057681787,1,
0.0,1,405,11,-0.00110570190009,1,
0.5,2,0,5,-0.0947874536505,1,
0.0,1,426,8,0.0105844063219,1,
0.0,1,1135,17,-0.279771561269,1,
0.0,1,740,14,-0.110587825227,1,
0.0,1,794,12,0.166465239599,1,
0.0,2,973,3,-0.152202498168,1,
0.0,1,1099,6,-0.128381046059,1,
0.0,1,161,24,-0.0566991762025,1,
0.0,1,337,9,0.0169614518527,1,
0.0,2,232,6,-0.0308210619842,1,
0.0,1,663,12,-0.090257415548,1,
0.3333333333333333,0,-1,21,-0.131342711393,1,
0.0,4,305,5,-0.0378868167754,1,
0.0,1,557,15,-0.0601175382035,1,
0.0,3,206,5,-0.366170938825,1,
0.0,1,1022,8,-0.057216134679,1,
0.0,1,1372,9,-0.0333886587941,1,
0.0,1,829,19,-0.0113610999833,1,
0.0,2,1044,5,-0.072142557241,1,
0.0,1,512,6,-0.0316930091358,1,
0.0,1,1473,4,-0.0150357927487,1,
0.0,1,175,10,-0.0817172755487,1,
